HJD mag emag
2455309.7589699 13.381 0.011
2455818.52390016 13.315 0.011
2456160.60001347 13.305 0.011
2456484.58745569 13.287 0.011
2456133.71639878 13.291 0.011
2456477.63061378 13.367 0.011
2456089.7007663 13.302 0.011
2456115.61282453 13.292 0.011
2456161.56627288 13.343 0.011
2456020.7677059 13.417 0.012
2456094.67810458 13.402 0.012
2456480.70307838 13.334 0.011
2456476.55561724 13.289 0.011
2456129.67719471 13.299 0.011
2456477.52743466 13.308 0.011
2456511.61833425 13.37 0.012
2456742.84715366 13.281 0.011
2456102.58549545 13.287 0.011
2456102.73475181 13.391 0.012
2456526.60220779 13.296 0.011
2457229.74547919 13.249 0.012
2456114.62605421 13.333 0.011
2455844.54941545 13.346 0.012
2456095.63274054 13.211 0.012
2456536.58374851 13.354 0.014
