HJD mag emag
2455818.52390016 14.453 0.032
2456160.60001347 14.505 0.031
2456484.58745569 14.462 0.031
2456477.63061378 14.487 0.031
2456089.7007663 14.519 0.032
2456115.61282453 14.524 0.032
2456109.64102519 14.496 0.033
2456161.56627288 14.475 0.032
2456020.7677059 14.512 0.033
2456094.67810458 14.505 0.033
2456480.70307838 14.454 0.031
2456476.55561724 14.494 0.033
2455328.75649563 14.517 0.034
2456129.67719471 14.495 0.032
2456477.52743466 14.483 0.032
2456511.61833425 14.47 0.033
2456476.61999909 14.495 0.034
2456742.84715366 14.502 0.033
2456102.73475181 14.483 0.033
2456127.58678205 14.514 0.034
2456005.8355524 14.511 0.035
2457229.55223349 14.526 0.036
2456510.61628162 14.438 0.033
2456114.62605421 14.491 0.033
2455829.59314994 14.531 0.037
2456512.63053775 14.469 0.034
2455844.54941545 14.523 0.036
2456734.80947703 14.511 0.036
2456538.59069138 14.443 0.034
2456789.68879582 14.492 0.036
2456477.57984695 14.478 0.034
2456095.63274054 14.52 0.036
2456162.64197332 14.52 0.036
2456536.5384378 14.46 0.034
2456745.89754341 14.505 0.037
2456132.64440217 14.493 0.035
2456790.65793362 14.474 0.035
2456479.56274835 14.451 0.036
2456113.58834037 14.518 0.036
2456125.72347952 14.485 0.037
2455794.69893252 14.51 0.037
2456806.71366909 14.477 0.036
2455858.51018585 14.52 0.038
2456144.6836307 14.509 0.04
2456573.49646966 14.477 0.038
2457273.56285804 14.501 0.039
2457242.60842835 14.569 0.051
2455834.55712109 14.479 0.044
2456479.79998416 14.448 0.04
2456536.58374851 14.449 0.042
2456146.70396897 14.539 0.043
2456424.88940529 14.407 0.041
2457272.58666747 14.48 0.047
2456563.57868992 14.441 0.045
