HJD mag emag
2455309.7589699 16.367 0.154
2455818.52390016 16.324 0.166
2456160.60001347 16.665 0.205
2456484.58745569 16.457 0.182
2456133.71639878 16.25 0.148
2456477.63061378 16.332 0.157
2456089.7007663 16.235 0.147
2456115.61282453 16.408 0.17
2455434.65834223 16.327 0.162
2456109.64102519 16.341 0.166
2456161.56627288 16.309 0.158
2456020.7677059 16.315 0.164
2456094.67810458 16.399 0.174
2456480.70307838 16.559 0.194
2456476.55561724 16.48 0.19
2455328.75649563 16.207 0.15
2456129.67719471 16.21 0.147
2456477.52743466 16.22 0.15
2456511.61833425 16.447 0.186
2456476.61999909 16.461 0.195
2456742.84715366 16.387 0.175
2456102.58549545 16.402 0.179
2456102.73475181 16.29 0.159
2456127.58678205 16.489 0.194
2456005.8355524 16.255 0.161
2456526.60220779 16.382 0.178
2457229.55223349 16.441 0.191
2456510.61628162 16.526 0.207
2457229.74547919 16.471 0.202
2456114.62605421 16.347 0.171
2456464.77626912 16.505 0.196
2455829.59314994 16.399 0.194
2456512.63053775 16.561 0.212
2456734.80947703 16.458 0.198
2456538.59069138 16.356 0.182
2456789.68879582 16.564 0.219
2456477.57984695 16.324 0.171
2456095.63274054 16.254 0.158
2456106.7700705 16.379 0.179
2456162.64197332 16.487 0.201
2456536.5384378 16.445 0.196
2456537.6098039 16.369 0.187
2456745.89754341 16.602 0.224
2456132.64440217 16.384 0.182
2456790.65793362 16.471 0.2
2456479.56274835 16.393 0.199
2456113.58834037 16.538 0.208
2456125.72347952 16.352 0.188
2456806.71366909 16.488 0.215
2456804.7066316 16.243 0.173
