HJD mag emag
2455309.7589699 15.997 0.113
2455818.52390016 15.872 0.111
2456160.60001347 15.823 0.1
2456133.71639878 15.869 0.106
2456477.63061378 15.904 0.108
2456089.7007663 15.891 0.108
2456115.61282453 15.739 0.095
2455434.65834223 15.902 0.113
2456109.64102519 15.793 0.103
2456161.56627288 15.915 0.113
2456094.67810458 15.874 0.109
2456476.55561724 15.824 0.107
2455328.75649563 15.861 0.11
2456129.67719471 15.76 0.098
2456477.52743466 15.928 0.114
2456511.61833425 15.828 0.108
2456476.61999909 15.848 0.107
2456742.84715366 15.932 0.117
2456102.58549545 15.826 0.107
2456102.73475181 15.853 0.109
2456127.58678205 15.86 0.112
2456005.8355524 15.783 0.104
2456526.60220779 15.882 0.114
2457229.55223349 15.874 0.117
2456510.61628162 15.892 0.118
2457229.74547919 15.822 0.116
2456114.62605421 15.926 0.115
2456464.77626912 15.963 0.12
2456512.63053775 15.908 0.119
2455844.54941545 15.905 0.12
2456734.80947703 15.911 0.122
2456538.59069138 15.884 0.118
2456789.68879582 15.979 0.132
2456477.57984695 16.013 0.135
2456095.63274054 16.185 0.169
2456106.7700705 15.892 0.129
2456162.64197332 15.993 0.131
2456536.5384378 15.939 0.125
2456537.6098039 16.026 0.137
2456745.89754341 15.972 0.13
2456132.64440217 16.026 0.132
2456790.65793362 15.956 0.129
2456479.56274835 15.98 0.127
2456113.58834037 16.105 0.148
2456125.72347952 16.005 0.136
2455794.69893252 15.998 0.141
2456806.71366909 15.983 0.133
2455858.51018585 16.118 0.153
2456144.6836307 16.028 0.15
2456573.49646966 16.015 0.144
2456804.7066316 15.878 0.209
2457273.56285804 16.015 0.145
2457242.60842835 16.379 0.242
2455834.55712109 16.147 0.18
2456479.79998416 16.293 0.205
2456536.58374851 16.077 0.16
2456510.48315386 16.051 0.152
2456146.70396897 16.18 0.217
2456479.70592536 16.208 0.198
