HJD mag emag
2455818.52390016 16.146 0.142
2456160.60001347 16.017 0.119
2456484.58745569 16.145 0.14
2456133.71639878 15.946 0.116
2456477.63061378 15.99 0.118
2456115.61282453 15.887 0.109
2455434.65834223 16.004 0.124
2456109.64102519 16.028 0.128
2456161.56627288 15.968 0.118
2456020.7677059 16.003 0.127
2456094.67810458 16.064 0.132
2456480.70307838 16.028 0.126
2456476.55561724 16.206 0.152
2455328.75649563 16.033 0.128
2456129.67719471 15.98 0.122
2456477.52743466 16.021 0.126
2456511.61833425 15.995 0.127
2456476.61999909 16.106 0.137
2456742.84715366 15.932 0.118
2456102.58549545 16.119 0.14
2456102.73475181 15.978 0.124
2456127.58678205 16.025 0.13
2456005.8355524 16.039 0.134
2456526.60220779 15.941 0.122
2457229.55223349 16.004 0.132
2456510.61628162 15.962 0.128
2457229.74547919 15.994 0.136
2456114.62605421 15.96 0.121
2456464.77626912 16.147 0.144
2455829.59314994 15.973 0.13
2456512.63053775 16.138 0.147
2455844.54941545 16.015 0.132
2456734.80947703 16.01 0.135
2456538.59069138 16.111 0.144
2456789.68879582 16.094 0.149
2456477.57984695 16.062 0.138
2456095.63274054 16.17 0.166
2456106.7700705 16.117 0.166
2456162.64197332 16.049 0.138
2456536.5384378 15.947 0.125
2456537.6098039 16.015 0.137
2456745.89754341 16.032 0.14
2456132.64440217 16.075 0.139
2456790.65793362 16.15 0.156
2456479.56274835 16.09 0.145
2456113.58834037 16.019 0.14
2456125.72347952 16.01 0.135
2455794.69893252 16.107 0.153
2456806.71366909 16.296 0.18
2455858.51018585 16.064 0.147
2456144.6836307 16.276 0.178
2456573.49646966 16.187 0.165
2456804.7066316 16.052 0.238
2457225.505621 16.023 0.147
2457273.56285804 16.211 0.174
2457242.60842835 15.987 0.176
2455834.55712109 16.355 0.223
2456479.79998416 16.284 0.2
2456536.58374851 16.232 0.187
2456510.48315386 16.068 0.161
2456146.70396897 16.307 0.242
2456479.70592536 16.398 0.234
2457272.58666747 16.23 0.207
