HJD mag emag
2455309.7589699 16.243 0.14
2455818.52390016 16.348 0.169
2456160.60001347 16.238 0.144
2456484.58745569 16.276 0.157
2456133.71639878 16.176 0.141
2456477.63061378 16.302 0.155
2456089.7007663 16.292 0.156
2456115.61282453 16.104 0.132
2455434.65834223 16.259 0.155
2456109.64102519 16.336 0.166
2456161.56627288 16.293 0.157
2456020.7677059 16.263 0.159
2456094.67810458 16.246 0.154
2456480.70307838 16.398 0.173
2456476.55561724 16.409 0.181
2455328.75649563 16.231 0.152
2456129.67719471 16.323 0.164
2456477.52743466 16.394 0.174
2456511.61833425 16.635 0.219
2456476.61999909 16.167 0.145
2456742.84715366 16.332 0.167
2456102.58549545 16.286 0.162
2456102.73475181 16.326 0.168
2456127.58678205 16.458 0.188
2456005.8355524 16.163 0.149
2456526.60220779 16.36 0.174
2457229.55223349 16.314 0.172
2456510.61628162 16.572 0.216
2457229.74547919 16.317 0.18
2456114.62605421 16.444 0.183
2456464.77626912 16.517 0.197
2455829.59314994 16.375 0.184
2456512.63053775 16.403 0.184
2455844.54941545 16.285 0.166
2456734.80947703 16.601 0.223
2456538.59069138 16.401 0.184
2456789.68879582 16.65 0.238
2456477.57984695 16.373 0.18
2456095.63274054 16.783 0.277
2456162.64197332 16.406 0.187
2456536.5384378 16.479 0.198
2456537.6098039 16.705 0.245
2456745.89754341 16.679 0.241
2456132.64440217 16.45 0.191
2456790.65793362 16.761 0.261
2456479.56274835 16.607 0.224
2456113.58834037 16.743 0.257
2456125.72347952 16.467 0.199
2455794.69893252 16.505 0.214
2455858.51018585 16.435 0.201
2456144.6836307 16.866 0.29
2456573.49646966 16.564 0.227
2457225.505621 16.556 0.23
