HJD mag emag
2455309.7589699 15.89 0.1
2455818.52390016 15.754 0.098
2456160.60001347 15.758 0.092
2456484.58745569 15.919 0.11
2456133.71639878 15.798 0.098
2456477.63061378 15.919 0.107
2456089.7007663 15.771 0.097
2456115.61282453 15.74 0.093
2455434.65834223 15.729 0.096
2456109.64102519 15.793 0.102
2456161.56627288 15.793 0.1
2456020.7677059 15.747 0.098
2456094.67810458 15.831 0.104
2456480.70307838 15.782 0.096
2456476.55561724 15.81 0.105
2455328.75649563 15.926 0.115
2456129.67719471 15.788 0.099
2456477.52743466 15.84 0.106
2456511.61833425 15.795 0.103
2456476.61999909 15.789 0.109
2456742.84715366 15.697 0.095
2456102.58549545 15.75 0.1
2456102.73475181 15.79 0.103
2456127.58678205 15.876 0.114
2456005.8355524 15.851 0.112
2456526.60220779 15.798 0.105
2457229.55223349 15.785 0.109
2456510.61628162 15.749 0.102
2457229.74547919 15.752 0.109
2456114.62605421 15.894 0.112
2455829.59314994 15.88 0.119
2456512.63053775 15.831 0.111
2456734.80947703 15.934 0.125
2456538.59069138 15.871 0.116
2456789.68879582 15.873 0.117
2456477.57984695 15.896 0.116
2456095.63274054 15.888 0.123
2456106.7700705 15.892 0.116
2456162.64197332 15.912 0.122
2456536.5384378 15.866 0.115
2456537.6098039 15.924 0.123
2456745.89754341 15.949 0.128
2456132.64440217 15.903 0.118
2456790.65793362 15.854 0.115
2456479.56274835 16.036 0.148
2456113.58834037 15.854 0.119
2456125.72347952 15.901 0.124
2455794.69893252 16.003 0.135
2456806.71366909 16.028 0.133
2455858.51018585 15.904 0.126
2456144.6836307 15.849 0.13
2456573.49646966 16.052 0.15
2456804.7066316 15.919 0.145
2457225.505621 15.929 0.132
2457273.56285804 15.983 0.151
2455834.55712109 16.006 0.157
2456479.79998416 16.002 0.151
2456536.58374851 15.999 0.165
2456510.48315386 16.125 0.173
2456146.70396897 15.855 0.147
2456424.88940529 15.974 0.163
2456479.70592536 15.892 0.133
2457272.58666747 16.068 0.187
