HJD mag emag
2455309.7589699 16.65 0.193
2455818.52390016 16.447 0.181
2456160.60001347 16.791 0.227
2456484.58745569 16.549 0.193
2456133.71639878 16.714 0.218
2456477.63061378 16.942 0.259
2456089.7007663 16.612 0.199
2456115.61282453 17.05 0.287
2455434.65834223 16.531 0.193
2456109.64102519 16.48 0.185
2456161.56627288 16.604 0.204
2456020.7677059 16.539 0.196
2456094.67810458 16.452 0.181
2456480.70307838 16.453 0.175
2456476.55561724 16.87 0.261
2455328.75649563 16.993 0.285
2456129.67719471 16.92 0.263
2456477.52743466 16.456 0.183
2456511.61833425 16.728 0.232
2456476.61999909 16.647 0.215
2456742.84715366 16.788 0.243
2456102.58549545 16.548 0.199
2456102.73475181 16.643 0.217
2456127.58678205 16.773 0.245
2456005.8355524 16.6 0.213
2456526.60220779 17.237 0.354
2457229.55223349 16.565 0.212
2456510.61628162 16.598 0.213
2457229.74547919 16.554 0.219
2456114.62605421 16.534 0.197
2456464.77626912 16.954 0.276
2455829.59314994 16.513 0.207
2456512.63053775 16.785 0.251
2455844.54941545 16.631 0.222
2456734.80947703 16.89 0.282
2456538.59069138 16.929 0.288
2456789.68879582 16.597 0.223
2456477.57984695 16.622 0.222
2456106.7700705 17.034 0.305
2456162.64197332 16.504 0.199
2456536.5384378 16.578 0.215
2456537.6098039 16.74 0.249
2456745.89754341 17.073 0.329
2456790.65793362 16.731 0.248
2456479.56274835 16.549 0.217
2456125.72347952 16.628 0.236
2455794.69893252 16.558 0.213
2456806.71366909 16.627 0.234
2456804.7066316 16.532 0.245
2457225.505621 16.928 0.303
2457273.56285804 16.789 0.278
2456479.79998416 16.867 0.307
