HJD mag emag
2455309.7589699 16.165 0.13
2455818.52390016 16.359 0.171
2456160.60001347 16.125 0.13
2456484.58745569 16.041 0.127
2456133.71639878 16.311 0.157
2456477.63061378 16.037 0.122
2456089.7007663 16.087 0.13
2456115.61282453 16.083 0.129
2455434.65834223 16.14 0.139
2456109.64102519 16.107 0.136
2456161.56627288 16.261 0.152
2456020.7677059 16.147 0.143
2456094.67810458 16.16 0.143
2456480.70307838 16.036 0.125
2456476.55561724 16.157 0.144
2455328.75649563 16.349 0.168
2456129.67719471 16.357 0.168
2456477.52743466 16.14 0.139
2456511.61833425 16.039 0.13
2456476.61999909 16.178 0.152
2456742.84715366 16.07 0.133
2456102.58549545 16.146 0.144
2456102.73475181 16.173 0.145
2456127.58678205 16.078 0.135
2456005.8355524 16.205 0.154
2456526.60220779 16.147 0.145
2457229.55223349 16.137 0.148
2456510.61628162 16.189 0.154
2457229.74547919 16.17 0.159
2456114.62605421 16.21 0.155
2456464.77626912 16.234 0.156
2455829.59314994 16.439 0.197
2456512.63053775 16.272 0.165
2455844.54941545 16.53 0.203
2456734.80947703 16.433 0.196
2456538.59069138 16.34 0.181
2456789.68879582 16.126 0.152
2456477.57984695 16.233 0.157
2456095.63274054 16.156 0.145
2456106.7700705 16.314 0.171
2456162.64197332 16.483 0.201
2456536.5384378 16.306 0.173
2456537.6098039 16.202 0.159
2456745.89754341 16.193 0.158
2456132.64440217 16.25 0.167
2456790.65793362 16.232 0.164
2456479.56274835 16.395 0.198
2456113.58834037 16.311 0.176
2456125.72347952 16.439 0.205
2455794.69893252 16.429 0.192
2456806.71366909 16.295 0.178
2455858.51018585 16.484 0.207
2456144.6836307 16.858 0.302
2456573.49646966 16.275 0.176
2456804.7066316 16.197 0.165
2457225.505621 16.312 0.187
2457273.56285804 16.625 0.244
2456479.79998416 16.348 0.213
2456536.58374851 16.454 0.23
2456510.48315386 16.477 0.228
2456146.70396897 16.585 0.236
2456424.88940529 16.438 0.219
2456479.70592536 16.419 0.214
