HJD mag emag
2455309.7589699 16.723 0.209
2455818.52390016 16.939 0.277
2456160.60001347 16.835 0.238
2456484.58745569 17.204 0.333
2456133.71639878 16.55 0.191
2456477.63061378 16.794 0.229
2456089.7007663 16.98 0.272
2456115.61282453 17.027 0.283
2455434.65834223 17.093 0.309
2456109.64102519 16.784 0.24
2456161.56627288 16.732 0.228
2456094.67810458 16.955 0.278
2456480.70307838 16.983 0.274
2456476.55561724 16.839 0.256
2456477.52743466 16.948 0.274
2456476.61999909 16.984 0.296
2456127.58678205 17.013 0.296
2456477.57984695 16.857 0.266
2456095.63274054 16.764 0.24
