HJD mag emag
2455309.7589699 16.281 0.143
2455818.52390016 16.39 0.177
2456160.60001347 16.119 0.129
2456484.58745569 16.723 0.227
2456133.71639878 16.622 0.203
2456477.63061378 16.276 0.149
2456089.7007663 16.341 0.162
2456115.61282453 16.342 0.161
2455434.65834223 16.507 0.188
2456109.64102519 16.626 0.211
2456161.56627288 16.305 0.159
2456020.7677059 16.205 0.149
2456094.67810458 16.589 0.206
2456480.70307838 16.27 0.151
2455328.75649563 16.332 0.166
2456129.67719471 16.519 0.191
2456511.61833425 16.478 0.191
2456476.61999909 16.19 0.148
2456742.84715366 16.321 0.165
2456102.58549545 16.263 0.159
2456102.73475181 16.29 0.159
2456127.58678205 16.514 0.197
2456526.60220779 16.29 0.164
2457229.55223349 16.468 0.195
2456510.61628162 16.341 0.176
2457229.74547919 16.476 0.205
2456114.62605421 16.637 0.223
2456464.77626912 16.566 0.207
2455829.59314994 16.292 0.175
2456512.63053775 16.271 0.165
2455844.54941545 16.429 0.193
2456734.80947703 16.28 0.17
2456538.59069138 16.284 0.171
2456789.68879582 16.352 0.185
2456477.57984695 16.317 0.172
2456095.63274054 16.506 0.193
2456106.7700705 16.476 0.194
2456162.64197332 16.361 0.177
2456536.5384378 16.401 0.19
2456537.6098039 16.257 0.17
2456745.89754341 16.415 0.187
2456132.64440217 16.306 0.17
2456790.65793362 16.501 0.207
2456479.56274835 16.156 0.154
2456113.58834037 16.528 0.207
2455794.69893252 16.509 0.206
2455858.51018585 16.416 0.192
2456144.6836307 16.478 0.215
2456804.7066316 16.631 0.239
