HJD mag emag
2455309.7589699 16.415 0.16
2455818.52390016 15.799 0.244
2456160.60001347 16.359 0.185
2456484.58745569 16.042 0.156
2456133.71639878 15.976 0.131
2456089.7007663 16.279 0.173
2456115.61282453 16.008 0.142
2456109.64102519 16.244 0.18
2456161.56627288 16.889 0.304
2456020.7677059 16.251 0.155
2456094.67810458 16.245 0.187
2456480.70307838 15.539 0.103
2456476.55561724 16.789 0.298
2455328.75649563 16.21 0.181
2456129.67719471 15.83 0.124
2456477.52743466 16.693 0.261
2456511.61833425 15.783 0.131
2456476.61999909 16.02 0.165
2456742.84715366 16.499 0.228
2456102.58549545 16.696 0.271
2456102.73475181 16.237 0.192
2456127.58678205 16.528 0.247
2456005.8355524 16.315 0.17
2456526.60220779 16.615 0.245
2457229.55223349 16.08 0.165
2456510.61628162 16.417 0.229
2456114.62605421 16.744 0.276
2456464.77626912 17.129 0.38
2455829.59314994 16.574 0.244
2456512.63053775 16.013 0.149
2455844.54941545 16.776 0.252
2456734.80947703 16.469 0.222
2456538.59069138 16.259 0.19
2456789.68879582 16.199 0.183
2456477.57984695 16.598 0.269
2456095.63274054 16.255 0.197
2456106.7700705 15.804 0.121
2456162.64197332 16.241 0.192
2456536.5384378 16.824 0.33
2456537.6098039 15.96 0.15
2456745.89754341 16.28 0.188
2456132.64440217 15.938 0.148
2456790.65793362 16.125 0.171
2456113.58834037 16.566 0.264
2456125.72347952 17.023 0.376
2456806.71366909 16.029 0.168
2455858.51018585 16.795 0.303
2456144.6836307 16.806 0.33
2456573.49646966 17.004 0.363
2456804.7066316 16.079 0.164
2456479.70592536 15.689 0.143
