HJD mag emag
2455309.7589699 17.109 0.288
2455818.52390016 17.22 0.345
2456160.60001347 17.084 0.291
2456484.58745569 16.661 0.216
2456133.71639878 16.924 0.263
2456477.63061378 16.639 0.206
2456089.7007663 16.724 0.222
2456115.61282453 16.577 0.196
2455434.65834223 17.275 0.356
2456109.64102519 16.712 0.228
2456161.56627288 16.594 0.201
2456094.67810458 16.35 0.167
2456480.70307838 16.556 0.197
2456476.55561724 17.005 0.294
2455328.75649563 17.138 0.32
2456129.67719471 16.51 0.19
2456477.52743466 16.876 0.257
2456511.61833425 16.351 0.171
2456476.61999909 17.241 0.348
2456742.84715366 16.701 0.225
2456102.58549545 16.571 0.205
2456102.73475181 16.296 0.161
2456127.58678205 16.651 0.22
2457229.55223349 16.866 0.272
2456510.61628162 16.941 0.287
2457229.74547919 16.929 0.295
2456114.62605421 16.305 0.16
2455829.59314994 16.635 0.229
2456512.63053775 17.08 0.318
2456734.80947703 16.692 0.237
2456538.59069138 16.865 0.27
2456789.68879582 17.181 0.358
2456095.63274054 16.655 0.248
2456162.64197332 16.712 0.237
2456536.5384378 17.087 0.329
2456537.6098039 17.108 0.337
2456745.89754341 16.608 0.223
2456125.72347952 17.01 0.313
2455794.69893252 16.555 0.223
2456806.71366909 16.397 0.191
