HJD mag emag
2456160.60001347 16.191 0.137
2456484.58745569 16.171 0.14
2456133.71639878 16.17 0.137
2456477.63061378 16.167 0.136
2456115.61282453 16.324 0.156
2456109.64102519 16.203 0.145
2456161.56627288 16.255 0.151
2456094.67810458 16.204 0.143
2456480.70307838 16.268 0.152
2456476.55561724 16.263 0.155
2455328.75649563 16.334 0.164
2456129.67719471 16.262 0.152
2456477.52743466 16.258 0.152
2456511.61833425 16.304 0.163
2456476.61999909 16.221 0.146
2456742.84715366 16.243 0.151
2456102.58549545 16.372 0.17
2456102.73475181 16.348 0.167
2456127.58678205 16.258 0.157
2456005.8355524 16.335 0.167
2456526.60220779 16.248 0.156
2457229.55223349 16.282 0.166
2456510.61628162 16.379 0.178
2457229.74547919 16.282 0.172
2456114.62605421 16.418 0.175
2456512.63053775 16.338 0.172
2455844.54941545 16.383 0.18
2456734.80947703 16.247 0.161
2456538.59069138 16.347 0.176
2456789.68879582 16.451 0.197
2456477.57984695 16.411 0.187
2456095.63274054 16.477 0.212
2456106.7700705 16.517 0.222
2456162.64197332 16.305 0.168
2456536.5384378 16.432 0.188
2456537.6098039 16.453 0.196
2456745.89754341 16.399 0.186
2456132.64440217 16.362 0.173
2456790.65793362 16.508 0.204
2456479.56274835 16.16 0.15
2456113.58834037 16.543 0.213
2456125.72347952 16.469 0.2
2455794.69893252 16.441 0.201
2456806.71366909 16.486 0.203
2455858.51018585 16.654 0.24
2456144.6836307 16.587 0.235
2457273.56285804 16.623 0.239
