HJD mag emag
2455309.7589699 16.552 0.185
2455818.52390016 17.036 0.299
2456160.60001347 16.389 0.163
2456484.58745569 16.364 0.169
2456133.71639878 16.553 0.194
2456477.63061378 16.369 0.162
2456089.7007663 16.428 0.173
2456115.61282453 16.412 0.171
2455434.65834223 17.106 0.315
2456109.64102519 16.437 0.182
2456161.56627288 16.463 0.18
2456020.7677059 16.731 0.236
2456094.67810458 16.387 0.173
2456480.70307838 16.517 0.192
2456476.55561724 16.427 0.181
2455328.75649563 17.059 0.303
2456129.67719471 16.398 0.176
2456477.52743466 16.77 0.238
2456511.61833425 16.503 0.195
2456476.61999909 16.477 0.186
2456742.84715366 16.516 0.194
2456102.58549545 16.545 0.206
2456102.73475181 16.405 0.182
2456127.58678205 16.455 0.19
2456005.8355524 16.984 0.294
2456526.60220779 16.641 0.221
2457229.55223349 16.768 0.256
2456510.61628162 16.57 0.215
2457229.74547919 16.494 0.211
2456114.62605421 16.53 0.2
2456464.77626912 16.514 0.194
2455829.59314994 16.505 0.206
2456512.63053775 16.544 0.207
2456734.80947703 16.679 0.237
2456538.59069138 16.463 0.196
2456789.68879582 16.733 0.25
2456477.57984695 16.744 0.245
2456095.63274054 16.609 0.232
2456162.64197332 16.565 0.219
2456536.5384378 16.678 0.234
2456537.6098039 16.741 0.254
2456745.89754341 16.625 0.23
2456132.64440217 16.602 0.224
2456790.65793362 16.642 0.235
2456479.56274835 16.458 0.197
2456113.58834037 16.689 0.248
2456125.72347952 16.622 0.229
2456806.71366909 16.782 0.27
2455858.51018585 16.817 0.279
2456573.49646966 16.588 0.234
