HJD mag emag
2455818.52390016 16.424 0.178
2456160.60001347 16.598 0.194
2456484.58745569 16.523 0.19
2456133.71639878 16.538 0.189
2456477.63061378 16.481 0.179
2456089.7007663 16.481 0.18
2456115.61282453 16.657 0.209
2456109.64102519 16.493 0.188
2456161.56627288 16.544 0.193
2456020.7677059 16.546 0.198
2456094.67810458 16.597 0.204
2456480.70307838 16.552 0.194
2456476.55561724 16.718 0.233
2455328.75649563 16.801 0.243
2456129.67719471 16.616 0.206
2456477.52743466 16.591 0.204
2456511.61833425 16.518 0.195
2456476.61999909 16.66 0.227
2456742.84715366 16.611 0.209
2456102.58549545 16.636 0.215
2456102.73475181 16.752 0.237
2456127.58678205 16.712 0.232
2456005.8355524 16.682 0.228
2456526.60220779 16.625 0.215
2457229.55223349 16.618 0.222
2456510.61628162 16.679 0.231
2457229.74547919 16.567 0.219
2456114.62605421 16.586 0.204
2455829.59314994 16.892 0.282
2456512.63053775 16.765 0.249
2455844.54941545 16.823 0.258
2456734.80947703 16.747 0.248
2456538.59069138 16.791 0.253
2456789.68879582 16.815 0.263
2456477.57984695 16.713 0.24
2456106.7700705 16.935 0.294
2456162.64197332 16.697 0.236
2456536.5384378 16.709 0.239
2456537.6098039 16.778 0.257
2456745.89754341 16.812 0.266
2456132.64440217 16.783 0.251
2456790.65793362 16.806 0.261
2456113.58834037 16.848 0.276
2456806.71366909 16.711 0.24
2456804.7066316 16.634 0.307
