HJD mag emag
2455309.7589699 16.037 0.115
2455818.52390016 16.151 0.142
2456160.60001347 15.883 0.105
2456484.58745569 16.043 0.126
2456133.71639878 15.854 0.105
2456477.63061378 15.967 0.114
2456089.7007663 16.002 0.119
2456115.61282453 15.901 0.109
2455434.65834223 15.983 0.121
2456109.64102519 15.969 0.12
2456161.56627288 15.964 0.118
2456020.7677059 16.285 0.159
2456094.67810458 15.909 0.114
2456480.70307838 15.973 0.117
2456476.55561724 15.925 0.117
2455328.75649563 16.037 0.128
2456129.67719471 15.997 0.122
2456477.52743466 16.051 0.13
2456511.61833425 16.043 0.13
2456476.61999909 16.021 0.127
2456742.84715366 16.003 0.126
2456102.58549545 16.026 0.129
2456102.73475181 15.932 0.118
2456127.58678205 15.916 0.117
2456005.8355524 16.079 0.137
2456526.60220779 16.012 0.128
2457229.55223349 16.137 0.147
2456510.61628162 16 0.129
2457229.74547919 16.188 0.161
2456114.62605421 15.986 0.127
2456464.77626912 16.092 0.135
2455829.59314994 16.017 0.136
2456512.63053775 16.159 0.149
2455844.54941545 16.089 0.139
2456734.80947703 16.025 0.137
2456538.59069138 16.159 0.153
2456789.68879582 16.089 0.146
2456477.57984695 16.042 0.135
2456095.63274054 16.043 0.138
2456106.7700705 16.055 0.136
2456162.64197332 16.042 0.134
2456536.5384378 16.151 0.15
2456537.6098039 16.213 0.159
2456745.89754341 16.184 0.156
2456132.64440217 16.087 0.142
2456790.65793362 16.097 0.146
2456479.56274835 16.126 0.151
2456113.58834037 16.141 0.153
2456125.72347952 16.218 0.17
2455794.69893252 16.157 0.153
2456806.71366909 16.129 0.154
2455858.51018585 16.19 0.164
2456144.6836307 16.222 0.177
2456573.49646966 16.299 0.183
2456804.7066316 16.124 0.173
2457225.505621 15.991 0.138
2457273.56285804 16.236 0.175
2455834.55712109 16.426 0.225
2456479.79998416 16.416 0.211
2456536.58374851 16.452 0.235
2456510.48315386 16.299 0.201
2456146.70396897 16.327 0.204
2456479.70592536 16.36 0.193
