HJD mag emag
2455309.7589699 16.298 0.146
2455818.52390016 16.694 0.225
2456160.60001347 16.229 0.143
2456484.58745569 16.26 0.154
2456133.71639878 16.641 0.209
2456477.63061378 16.532 0.189
2455434.65834223 16.313 0.161
2456109.64102519 16.573 0.204
2456161.56627288 16.559 0.196
2456020.7677059 16.356 0.17
2456094.67810458 16.589 0.205
2456480.70307838 16.201 0.146
2456476.55561724 16.135 0.143
2455328.75649563 16.211 0.148
2456129.67719471 16.6 0.204
2456477.52743466 16.519 0.192
2456511.61833425 16.224 0.154
2456476.61999909 16.272 0.157
2456102.58549545 16.177 0.147
2456102.73475181 16.308 0.162
2456127.58678205 16.444 0.185
2456526.60220779 16.149 0.145
2457229.55223349 16.586 0.217
2456510.61628162 16.242 0.16
2457229.74547919 16.228 0.166
2456114.62605421 16.405 0.174
2456464.77626912 16.351 0.17
2455829.59314994 16.351 0.181
2456512.63053775 16.604 0.216
2456734.80947703 16.785 0.257
2456538.59069138 16.981 0.295
2456789.68879582 16.281 0.17
2456477.57984695 16.659 0.233
2456106.7700705 16.478 0.215
2456162.64197332 16.704 0.238
2456536.5384378 16.588 0.22
2456537.6098039 16.786 0.26
2456745.89754341 16.694 0.242
2456132.64440217 16.291 0.166
2456790.65793362 16.803 0.265
2456479.56274835 16.478 0.197
2456113.58834037 16.633 0.232
2455858.51018585 16.322 0.182
2457225.505621 16.433 0.21
2456479.79998416 16.422 0.228
2456536.58374851 16.666 0.265
2456510.48315386 16.543 0.232
