HJD mag emag
2456484.58745569 16.535 0.193
2456133.71639878 16.437 0.175
2456477.63061378 16.57 0.19
2456089.7007663 16.441 0.172
2456115.61282453 16.417 0.17
2456109.64102519 16.524 0.192
2456161.56627288 16.546 0.193
2456094.67810458 16.603 0.205
2456480.70307838 16.652 0.211
2456476.55561724 16.388 0.175
2456129.67719471 16.548 0.195
2456476.61999909 16.474 0.19
2456742.84715366 16.421 0.178
2456102.58549545 16.562 0.2
2456102.73475181 16.643 0.219
2456127.58678205 16.542 0.199
2456005.8355524 16.353 0.172
2457229.55223349 16.644 0.228
2456510.61628162 16.788 0.255
2457229.74547919 16.577 0.226
2455829.59314994 16.472 0.203
2456512.63053775 16.442 0.19
2456734.80947703 16.594 0.219
2456538.59069138 16.632 0.23
2456789.68879582 16.546 0.217
2456477.57984695 16.557 0.208
2456106.7700705 16.346 0.184
2456162.64197332 16.863 0.274
2456536.5384378 16.472 0.197
2456537.6098039 16.604 0.227
2456745.89754341 16.705 0.242
2456132.64440217 16.665 0.228
2456790.65793362 16.592 0.226
2456479.56274835 16.581 0.228
2456113.58834037 16.47 0.204
2456806.71366909 16.587 0.229
