HJD mag emag
2455309.7589699 16.141 0.126
2455818.52390016 16.318 0.163
2456160.60001347 16.18 0.134
2456484.58745569 15.993 0.12
2456133.71639878 16.155 0.135
2456477.63061378 16.012 0.117
2456089.7007663 16.022 0.121
2456115.61282453 16.004 0.119
2455434.65834223 16.217 0.148
2456109.64102519 16.057 0.129
2456161.56627288 16.027 0.123
2456020.7677059 15.928 0.116
2456094.67810458 16.024 0.125
2456480.70307838 15.981 0.116
2456476.55561724 16.056 0.13
2455328.75649563 16.269 0.156
2456129.67719471 16.112 0.134
2456477.52743466 16.152 0.139
2456511.61833425 15.946 0.119
2456476.61999909 16.191 0.153
2456742.84715366 16.16 0.143
2456102.58549545 16.166 0.145
2456102.73475181 16.043 0.128
2456127.58678205 16.157 0.145
2456005.8355524 16.145 0.145
2456526.60220779 16.124 0.14
2457229.55223349 16.091 0.141
2456510.61628162 15.976 0.126
2457229.74547919 16.114 0.149
2456114.62605421 16.153 0.144
2456464.77626912 16.224 0.153
2455829.59314994 16.069 0.141
2456512.63053775 16.061 0.135
2455844.54941545 16.446 0.187
2456734.80947703 16.252 0.166
2456538.59069138 16.11 0.146
2456789.68879582 16.207 0.159
2456477.57984695 16.137 0.143
2456095.63274054 16.093 0.137
2456106.7700705 16.158 0.148
2456162.64197332 16.173 0.153
2456536.5384378 16.075 0.142
2456537.6098039 16.092 0.144
2456745.89754341 16.14 0.151
2456132.64440217 16.402 0.189
2456790.65793362 16.164 0.154
2456479.56274835 16.407 0.199
2456113.58834037 16.222 0.161
2456125.72347952 16.391 0.195
2455794.69893252 16.151 0.151
2456806.71366909 16.211 0.165
2455858.51018585 16.267 0.174
2456144.6836307 16.706 0.265
2456573.49646966 16.237 0.169
2456804.7066316 16.361 0.188
2457225.505621 16.307 0.183
2457273.56285804 16.382 0.206
2456479.79998416 16.432 0.225
2456536.58374851 16.053 0.166
2456510.48315386 16.43 0.223
2456146.70396897 16.539 0.23
2456424.88940529 16.459 0.223
2456479.70592536 16.33 0.199
