HJD mag emag
2455309.7589699 16.588 0.188
2456133.71639878 16.396 0.169
2456477.63061378 16.41 0.169
2456089.7007663 16.481 0.182
2456115.61282453 16.426 0.173
2456161.56627288 16.441 0.177
2456094.67810458 16.388 0.173
2456480.70307838 16.537 0.194
2456476.55561724 16.513 0.198
2456129.67719471 16.586 0.203
2456477.52743466 16.407 0.176
2456511.61833425 16.616 0.214
2456742.84715366 16.487 0.192
2456102.58549545 16.677 0.224
2456102.73475181 16.461 0.187
2456127.58678205 16.495 0.194
2456005.8355524 16.395 0.181
2456510.61628162 16.535 0.208
2457229.74547919 16.534 0.212
2456114.62605421 16.621 0.211
2455829.59314994 16.669 0.235
2456512.63053775 16.672 0.233
2456734.80947703 16.456 0.195
2456538.59069138 16.736 0.246
2456477.57984695 16.516 0.21
2456162.64197332 16.5 0.198
2456536.5384378 16.479 0.2
2456537.6098039 16.594 0.224
2456132.64440217 16.491 0.199
2456479.56274835 16.694 0.241
2456113.58834037 16.665 0.242
2456125.72347952 16.682 0.242
