HJD mag emag
2455309.7589699 15.96 0.11
2455818.52390016 16.295 0.162
2456160.60001347 16.394 0.164
2456133.71639878 15.773 0.099
2456477.63061378 16.197 0.141
2456089.7007663 16.356 0.164
2456115.61282453 16.542 0.191
2456109.64102519 16.288 0.159
2456161.56627288 16.174 0.141
2456020.7677059 16.069 0.134
2456094.67810458 16.593 0.206
2456480.70307838 16.425 0.176
2456476.55561724 15.763 0.104
2455328.75649563 16.042 0.129
2456129.67719471 16.381 0.171
2456477.52743466 15.879 0.112
2456511.61833425 16.264 0.159
2456476.61999909 16.091 0.135
2456742.84715366 15.735 0.1
2456102.58549545 15.87 0.113
2456102.73475181 16.126 0.141
2456127.58678205 16.285 0.163
2456005.8355524 15.905 0.119
2456526.60220779 16.474 0.191
2456510.61628162 16.092 0.143
2457229.74547919 15.723 0.106
2456114.62605421 16.371 0.17
2456464.77626912 16.303 0.164
2455829.59314994 16.271 0.169
2456512.63053775 16.496 0.201
2455844.54941545 16.244 0.159
2456734.80947703 16.1 0.144
2456538.59069138 16.227 0.16
2456789.68879582 15.977 0.134
2456477.57984695 15.78 0.112
2456106.7700705 16.283 0.187
2456162.64197332 15.658 0.096
2456536.5384378 16.051 0.139
2456745.89754341 16.296 0.173
2456132.64440217 16.143 0.148
2456790.65793362 16.065 0.143
2456113.58834037 15.766 0.113
2455794.69893252 16.476 0.212
2456806.71366909 16.024 0.139
2455858.51018585 16.095 0.152
2456144.6836307 16.07 0.153
2456804.7066316 15.918 0.221
2457225.505621 15.925 0.132
2457273.56285804 16.559 0.227
2455834.55712109 15.932 0.168
2456536.58374851 16.687 0.272
2456479.70592536 16.651 0.26
