HJD mag emag
2455309.7589699 16.072 0.12
2455818.52390016 16.041 0.128
2456160.60001347 15.952 0.111
2456484.58745569 16.024 0.123
2456133.71639878 15.966 0.114
2456477.63061378 16.074 0.125
2456089.7007663 15.991 0.116
2456115.61282453 16.048 0.123
2456109.64102519 16.115 0.135
2456161.56627288 16.103 0.132
2456020.7677059 16.139 0.139
2456094.67810458 16.091 0.13
2456480.70307838 16.04 0.125
2456476.55561724 16.059 0.13
2455328.75649563 16.161 0.142
2456129.67719471 16.059 0.128
2456477.52743466 16.068 0.129
2456511.61833425 16.131 0.14
2456476.61999909 16.116 0.134
2456742.84715366 16.105 0.134
2456102.58549545 16.035 0.127
2456102.73475181 16.074 0.132
2456127.58678205 16.113 0.138
2456005.8355524 15.998 0.125
2456526.60220779 16.026 0.129
2457229.55223349 16.075 0.139
2456510.61628162 16.176 0.15
2457229.74547919 15.917 0.126
2456114.62605421 16.242 0.151
2456464.77626912 16.029 0.126
2455829.59314994 16.193 0.157
2456512.63053775 16.155 0.147
2455844.54941545 16.361 0.177
2456734.80947703 16.128 0.145
2456538.59069138 16.169 0.151
2456789.68879582 16.287 0.171
2456477.57984695 16.233 0.161
2456095.63274054 16.459 0.209
2456106.7700705 16.306 0.186
2456162.64197332 16.156 0.148
2456536.5384378 16.142 0.147
2456537.6098039 16.295 0.172
2456745.89754341 16.332 0.176
2456132.64440217 16.149 0.145
2456790.65793362 16.252 0.164
2456479.56274835 16.332 0.174
2456113.58834037 16.293 0.173
2456125.72347952 16.228 0.163
2455794.69893252 16.369 0.189
2456806.71366909 16.321 0.177
2455858.51018585 16.479 0.207
2456144.6836307 16.319 0.188
2456573.49646966 16.25 0.174
2457225.505621 16.24 0.174
2457273.56285804 16.402 0.199
2457242.60842835 16.064 0.189
2456536.58374851 16.456 0.218
2456510.48315386 16.388 0.203
2456479.70592536 16.522 0.239
