HJD mag emag
2455309.7589699 16.413 0.161
2455818.52390016 16.255 0.156
2456160.60001347 16.494 0.177
2456484.58745569 16.666 0.214
2456133.71639878 16.496 0.186
2456477.63061378 16.676 0.211
2456089.7007663 16.326 0.159
2456115.61282453 16.405 0.171
2455434.65834223 16.683 0.223
2456109.64102519 16.453 0.183
2456161.56627288 16.452 0.178
2456094.67810458 16.399 0.174
2456480.70307838 16.503 0.186
2456476.55561724 16.641 0.217
2455328.75649563 16.379 0.172
2456129.67719471 16.351 0.165
2456477.52743466 16.618 0.215
2456511.61833425 16.573 0.205
2456476.61999909 16.785 0.248
2456742.84715366 16.879 0.267
2456102.58549545 16.504 0.197
2456102.73475181 16.646 0.223
2456127.58678205 16.469 0.192
2456005.8355524 16.477 0.194
2456526.60220779 16.871 0.27
2457229.55223349 16.745 0.249
2456510.61628162 16.739 0.242
2457229.74547919 16.414 0.197
2456114.62605421 16.318 0.164
2456464.77626912 16.933 0.273
2455829.59314994 16.928 0.295
2456512.63053775 16.539 0.206
2455844.54941545 16.379 0.181
2456734.80947703 16.651 0.235
2456789.68879582 16.965 0.295
2456477.57984695 16.569 0.215
2456106.7700705 16.377 0.182
2456790.65793362 16.822 0.269
2456125.72347952 16.558 0.221
2456144.6836307 16.52 0.236
