HJD mag emag
2455309.7589699 13.821 0.016
2455818.52390016 13.709 0.016
2456160.60001347 13.676 0.015
2456484.58745569 13.716 0.017
2456133.71639878 13.778 0.017
2456477.63061378 13.707 0.015
2456089.7007663 13.737 0.016
2456115.61282453 13.77 0.017
2455434.65834223 13.675 0.016
2456109.64102519 13.7 0.016
2456161.56627288 13.72 0.016
2456020.7677059 13.677 0.016
2456094.67810458 13.68 0.016
2455328.75649563 13.789 0.018
2456129.67719471 13.734 0.016
2456477.52743466 13.8 0.017
2456511.61833425 13.723 0.017
2456476.61999909 13.683 0.016
2456742.84715366 13.639 0.015
2456102.58549545 13.725 0.017
2456127.58678205 13.868 0.019
2456005.8355524 13.735 0.017
2457229.55223349 13.788 0.019
2456510.61628162 13.755 0.018
2456114.62605421 13.891 0.019
2456734.80947703 13.667 0.017
2456538.59069138 13.794 0.019
2456789.68879582 13.717 0.018
2456477.57984695 13.675 0.017
2456095.63274054 13.652 0.017
2456162.64197332 13.702 0.017
2456537.6098039 13.795 0.019
2456745.89754341 13.741 0.018
2456132.64440217 13.792 0.018
2456479.56274835 13.697 0.017
2456113.58834037 13.707 0.018
2456125.72347952 13.873 0.02
2456806.71366909 13.75 0.019
2455858.51018585 13.877 0.021
2456144.6836307 13.771 0.02
2456573.49646966 13.742 0.019
2456804.7066316 13.793 0.034
2457225.505621 13.817 0.021
2455834.55712109 13.666 0.022
2456536.58374851 13.793 0.022
2456510.48315386 13.771 0.021
2456146.70396897 13.776 0.027
2456424.88940529 13.792 0.032
2456479.70592536 13.727 0.024
