HJD mag emag
2455309.7589699 13.314 0.01
2455818.52390016 13.213 0.011
2456160.60001347 13.249 0.01
2456484.58745569 13.665 0.015
2456133.71639878 13.507 0.013
2456477.63061378 13.481 0.013
2456089.7007663 13.358 0.012
2456115.61282453 13.327 0.011
2455434.65834223 13.434 0.013
2456109.64102519 13.446 0.013
2456161.56627288 13.294 0.011
2456020.7677059 13.475 0.013
2456094.67810458 13.357 0.012
2456480.70307838 13.229 0.01
2456476.55561724 13.664 0.016
2455328.75649563 13.226 0.011
2456129.67719471 13.307 0.011
2456477.52743466 13.249 0.011
2456511.61833425 13.385 0.013
2456476.61999909 13.341 0.013
2456742.84715366 13.32 0.012
2456102.58549545 13.227 0.011
2456102.73475181 13.424 0.013
2456127.58678205 13.444 0.013
2456005.8355524 13.323 0.012
2456526.60220779 13.281 0.012
2457229.55223349 13.428 0.013
2456510.61628162 13.2 0.011
2457229.74547919 13.265 0.012
2456114.62605421 13.213 0.01
2456464.77626912 13.26 0.011
2455829.59314994 13.481 0.015
2456512.63053775 13.394 0.013
2455844.54941545 13.427 0.014
2456734.80947703 13.307 0.012
2456538.59069138 13.407 0.013
2456789.68879582 13.231 0.012
2456477.57984695 13.316 0.012
2456095.63274054 13.174 0.011
2456106.7700705 13.61 0.016
2456162.64197332 13.271 0.012
2456536.5384378 13.188 0.011
2456537.6098039 13.179 0.011
2456745.89754341 13.156 0.011
2456132.64440217 13.43 0.013
2456790.65793362 13.211 0.011
2456479.56274835 13.171 0.012
2456113.58834037 13.189 0.011
2456125.72347952 13.519 0.015
2455794.69893252 13.255 0.012
2456806.71366909 13.203 0.011
2456573.49646966 13.333 0.014
2456804.7066316 13.493 0.017
2457225.505621 13.335 0.013
2457273.56285804 13.122 0.011
2457242.60842835 13.181 0.015
