HJD mag emag
2455309.7589699 15.17 0.053
2455818.52390016 15.175 0.06
2456160.60001347 15.156 0.055
2456484.58745569 15.176 0.059
2456133.71639878 15.176 0.057
2456477.63061378 15.175 0.056
2456089.7007663 15.184 0.058
2456115.61282453 15.167 0.057
2455434.65834223 15.102 0.056
2456109.64102519 15.152 0.058
2456161.56627288 15.144 0.057
2456020.7677059 15.167 0.059
2456094.67810458 15.193 0.06
2456480.70307838 15.151 0.056
2456476.55561724 15.129 0.058
2456129.67719471 15.158 0.058
2456477.52743466 15.178 0.06
2456511.61833425 15.193 0.061
2456476.61999909 15.186 0.06
2456742.84715366 15.183 0.061
2456102.58549545 15.207 0.062
2456102.73475181 15.224 0.063
2456127.58678205 15.172 0.061
2456005.8355524 15.161 0.061
2456526.60220779 15.221 0.064
2457229.55223349 15.199 0.065
2456510.61628162 15.186 0.063
2457229.74547919 15.221 0.069
2456114.62605421 15.212 0.062
2456464.77626912 15.155 0.059
2455829.59314994 15.165 0.064
2456512.63053775 15.198 0.064
2456734.80947703 15.198 0.066
2456538.59069138 15.154 0.063
2456477.57984695 15.226 0.066
2456095.63274054 15.2 0.067
2456106.7700705 15.177 0.062
2456162.64197332 15.122 0.06
2456536.5384378 15.238 0.068
2456537.6098039 15.18 0.065
2456745.89754341 15.191 0.066
2456132.64440217 15.202 0.064
2456790.65793362 15.238 0.069
2456479.56274835 15.216 0.068
2456113.58834037 15.191 0.067
2456125.72347952 15.165 0.067
2456806.71366909 15.22 0.069
2455858.51018585 15.163 0.065
2456144.6836307 15.181 0.072
2456573.49646966 15.228 0.073
2456804.7066316 15.36 0.092
2457273.56285804 15.241 0.074
2457242.60842835 15.348 0.101
2456479.79998416 15.217 0.075
2456510.48315386 15.153 0.077
2456146.70396897 15.149 0.074
2456479.70592536 15.243 0.073
