HJD mag emag
2455818.52390016 14.048 0.022
2456160.60001347 14.071 0.021
2456484.58745569 14.026 0.021
2456477.63061378 13.94 0.019
2456089.7007663 13.897 0.018
2456115.61282453 13.971 0.02
2456109.64102519 13.883 0.019
2456020.7677059 14.145 0.024
2456094.67810458 13.958 0.02
2456480.70307838 14.068 0.022
2456476.55561724 14.103 0.023
2456129.67719471 14.021 0.021
2456511.61833425 14.025 0.021
2456476.61999909 13.913 0.019
2456127.58678205 13.901 0.02
2456005.8355524 14.087 0.023
2457229.55223349 13.923 0.021
2456510.61628162 13.984 0.022
