HJD mag emag
2455309.7589699 15.5 0.073
2455818.52390016 15.511 0.081
2456160.60001347 15.476 0.073
2456484.58745569 15.368 0.07
2456133.71639878 15.431 0.073
2456477.63061378 15.373 0.068
2456089.7007663 15.399 0.071
2456115.61282453 15.448 0.074
2455434.65834223 15.493 0.08
2456109.64102519 15.4 0.073
2456161.56627288 15.374 0.07
2456020.7677059 15.596 0.088
2456094.67810458 15.43 0.075
2456480.70307838 15.367 0.069
2456476.55561724 15.489 0.08
2456129.67719471 15.45 0.076
2456477.52743466 15.409 0.075
2456511.61833425 15.478 0.08
2456476.61999909 15.538 0.088
2456742.84715366 15.453 0.078
2456102.58549545 15.366 0.074
2456102.73475181 15.431 0.077
2456127.58678205 15.424 0.078
2456005.8355524 15.677 0.097
2456526.60220779 15.595 0.09
2457229.55223349 15.401 0.079
2456510.61628162 15.457 0.081
2456114.62605421 15.399 0.075
2456464.77626912 15.587 0.089
2455829.59314994 15.402 0.08
2456512.63053775 15.506 0.084
2455844.54941545 15.44 0.08
2456734.80947703 15.424 0.082
2456538.59069138 15.46 0.081
2456789.68879582 15.385 0.077
2456477.57984695 15.384 0.076
2456095.63274054 15.493 0.087
2456106.7700705 15.405 0.078
2456536.5384378 15.409 0.079
2456790.65793362 15.506 0.087
2456806.71366909 15.401 0.077
2456804.7066316 15.598 0.11
2457225.505621 15.446 0.087
2457273.56285804 15.706 0.121
2456479.79998416 15.434 0.095
2456479.70592536 15.435 0.094
