HJD mag emag
2456160.60001347 15.313 0.064
2456484.58745569 15.299 0.066
2456477.63061378 15.401 0.071
2456089.7007663 15.421 0.072
2456115.61282453 15.415 0.072
2456109.64102519 15.312 0.068
2456020.7677059 15.285 0.067
2456094.67810458 15.426 0.075
2456480.70307838 15.308 0.067
2456476.55561724 15.542 0.085
2455328.75649563 15.296 0.067
2456477.52743466 15.339 0.069
2456511.61833425 15.328 0.07
2456476.61999909 15.491 0.079
2456742.84715366 15.369 0.071
2456102.58549545 15.285 0.067
2456127.58678205 15.309 0.069
2456005.8355524 15.308 0.07
2456526.60220779 15.34 0.071
2457229.55223349 15.465 0.082
2456510.61628162 15.368 0.075
2457229.74547919 15.354 0.077
2456114.62605421 15.284 0.065
2455829.59314994 15.311 0.073
2456512.63053775 15.38 0.075
2455844.54941545 15.261 0.068
2456734.80947703 15.397 0.078
2456538.59069138 15.34 0.073
2456789.68879582 15.347 0.076
2456477.57984695 15.439 0.082
2456095.63274054 15.414 0.088
2456106.7700705 15.338 0.08
2456162.64197332 15.309 0.072
2456536.5384378 15.312 0.073
2456537.6098039 15.356 0.076
2456745.89754341 15.391 0.079
2456132.64440217 15.313 0.071
2456790.65793362 15.349 0.076
2456479.56274835 15.352 0.074
2456113.58834037 15.34 0.076
2456125.72347952 15.355 0.077
2455794.69893252 15.305 0.077
2456806.71366909 15.38 0.079
2456144.6836307 15.373 0.084
2456573.49646966 15.376 0.083
2457225.505621 15.364 0.084
2457273.56285804 15.342 0.084
2457242.60842835 15.121 0.083
2455834.55712109 15.245 0.083
2456510.48315386 15.43 0.089
