HJD mag emag
2455818.52390016 15.563 0.086
2456160.60001347 15.578 0.081
2456484.58745569 15.659 0.09
2456133.71639878 15.609 0.085
2456477.63061378 15.626 0.085
2456089.7007663 15.547 0.079
2456115.61282453 15.704 0.092
2456109.64102519 15.646 0.09
2456161.56627288 15.702 0.094
2456094.67810458 15.645 0.09
2456480.70307838 15.64 0.088
2456476.55561724 15.637 0.091
2456129.67719471 15.581 0.084
2456477.52743466 15.602 0.087
2456511.61833425 15.645 0.092
2456476.61999909 15.61 0.092
2456742.84715366 15.648 0.092
2456102.58549545 15.696 0.095
2456102.73475181 15.683 0.097
2456127.58678205 15.69 0.095
2456526.60220779 15.718 0.101
2457229.55223349 15.693 0.101
2456510.61628162 15.678 0.098
2457229.74547919 15.711 0.108
2456114.62605421 15.638 0.092
2456464.77626912 15.743 0.099
2455829.59314994 15.645 0.1
2456512.63053775 15.814 0.112
2455844.54941545 15.558 0.089
2456734.80947703 15.66 0.099
2456538.59069138 15.784 0.112
2456789.68879582 15.727 0.107
2456477.57984695 15.694 0.1
2456095.63274054 15.724 0.103
2456106.7700705 15.54 0.087
2456162.64197332 15.728 0.104
2456536.5384378 15.732 0.105
2456537.6098039 15.74 0.108
2456745.89754341 15.752 0.108
2456132.64440217 15.696 0.1
2456790.65793362 15.776 0.112
2456479.56274835 15.801 0.12
2456113.58834037 15.619 0.097
2456125.72347952 15.619 0.102
2455794.69893252 15.739 0.108
2456806.71366909 15.762 0.112
2455858.51018585 15.663 0.104
2456144.6836307 15.764 0.121
2456573.49646966 15.729 0.115
2456804.7066316 15.534 0.099
2457225.505621 15.724 0.112
2457273.56285804 15.629 0.106
2457242.60842835 15.946 0.169
2455834.55712109 16.155 0.189
2456479.79998416 16.005 0.159
2456536.58374851 15.791 0.136
2456510.48315386 15.825 0.134
2456146.70396897 15.676 0.116
2456424.88940529 15.872 0.147
2456479.70592536 15.83 0.13
2457272.58666747 15.897 0.161
2456563.57868992 15.986 0.174
