HJD mag emag
2455309.7589699 14.899 0.042
2455818.52390016 14.86 0.045
2456160.60001347 14.809 0.04
2456484.58745569 14.825 0.042
2456133.71639878 14.814 0.041
2456477.63061378 14.855 0.042
2456089.7007663 14.816 0.042
2456115.61282453 14.812 0.041
2455434.65834223 14.833 0.044
2456109.64102519 14.832 0.044
2456161.56627288 14.831 0.043
2456020.7677059 14.923 0.048
2456094.67810458 14.83 0.043
2456480.70307838 14.84 0.043
2456476.55561724 14.886 0.046
2455328.75649563 14.859 0.044
2456129.67719471 14.838 0.043
2456477.52743466 14.886 0.045
2456511.61833425 14.836 0.044
2456476.61999909 14.847 0.043
2456742.84715366 14.847 0.045
2456102.58549545 14.825 0.044
2456102.73475181 14.812 0.043
2456127.58678205 14.866 0.047
2456005.8355524 14.862 0.047
2456526.60220779 14.835 0.045
2457229.55223349 14.836 0.047
2456510.61628162 14.858 0.047
2457229.74547919 14.815 0.047
2456114.62605421 14.845 0.044
2456464.77626912 14.83 0.044
2455829.59314994 14.868 0.049
2456512.63053775 14.898 0.049
2455844.54941545 14.921 0.049
2456734.80947703 14.88 0.049
2456538.59069138 14.895 0.049
2456789.68879582 14.883 0.049
2456477.57984695 14.907 0.051
2456095.63274054 14.855 0.052
2456106.7700705 14.841 0.051
2456162.64197332 14.873 0.047
2456536.5384378 14.896 0.05
2456537.6098039 14.927 0.052
2456745.89754341 14.906 0.051
2456132.64440217 14.831 0.045
2456790.65793362 14.9 0.051
2456479.56274835 14.923 0.051
2456113.58834037 14.887 0.051
2456125.72347952 14.872 0.049
2455794.69893252 14.87 0.051
2456806.71366909 14.93 0.052
2455858.51018585 14.933 0.054
2456144.6836307 14.873 0.054
2456573.49646966 14.899 0.054
2456804.7066316 15.036 0.103
2457225.505621 14.881 0.053
2457273.56285804 14.948 0.057
2457242.60842835 14.828 0.065
2455834.55712109 14.964 0.072
2456479.79998416 14.983 0.065
2456536.58374851 14.896 0.056
2456510.48315386 14.97 0.059
2456146.70396897 14.935 0.066
2456424.88940529 15.117 0.103
2456479.70592536 14.953 0.058
2457272.58666747 14.992 0.072
2456563.57868992 15.034 0.083
