HJD mag emag
2456160.60001347 14.166 0.023
2456484.58745569 14.174 0.024
2456133.71639878 14.194 0.024
2456477.63061378 14.176 0.023
2456089.7007663 14.224 0.024
2456115.61282453 14.244 0.025
2456109.64102519 14.159 0.024
2456161.56627288 14.188 0.024
2456094.67810458 14.168 0.024
2456480.70307838 14.178 0.024
2456476.55561724 14.158 0.024
2455328.75649563 14.181 0.025
2456129.67719471 14.177 0.024
2456477.52743466 14.212 0.025
2456511.61833425 14.179 0.025
2456476.61999909 14.2 0.025
2456102.58549545 14.198 0.025
2456102.73475181 14.175 0.025
2456127.58678205 14.227 0.026
2456526.60220779 14.203 0.026
2457229.55223349 14.186 0.026
2456510.61628162 14.189 0.026
2457229.74547919 14.163 0.026
2456114.62605421 14.232 0.026
2456464.77626912 14.2 0.025
2455829.59314994 14.256 0.029
2456512.63053775 14.193 0.026
2456734.80947703 14.179 0.026
2456538.59069138 14.157 0.026
2456789.68879582 14.18 0.027
2456477.57984695 14.207 0.028
2456095.63274054 14.254 0.032
2456106.7700705 14.379 0.033
2456162.64197332 14.223 0.027
2456537.6098039 14.212 0.028
2456745.89754341 14.256 0.029
2456132.64440217 14.22 0.027
2456790.65793362 14.224 0.028
2456479.56274835 14.212 0.027
2456113.58834037 14.206 0.028
2456125.72347952 14.206 0.028
2455794.69893252 14.244 0.03
2456806.71366909 14.201 0.027
2455858.51018585 14.223 0.029
2456144.6836307 14.338 0.035
2456573.49646966 14.199 0.03
2456804.7066316 14.121 0.048
2457225.505621 14.251 0.03
2457273.56285804 14.191 0.028
2457242.60842835 13.92 0.028
2456479.79998416 14.2 0.035
2456536.58374851 14.187 0.03
2456510.48315386 14.254 0.032
2456146.70396897 14.252 0.036
2456424.88940529 14.133 0.045
2456479.70592536 14.292 0.033
2457272.58666747 14.284 0.039
2456563.57868992 14.171 0.042
