idEstrella Pred CC EA EC LPV MIRA NOVA RCorB RRab typeIICep Sum periodos flag
45-689624 CC 1 0 0 0 0 0 0 0 0 1 2.93481289834966 NonS
45-689661 EC 0 0 1 0 0 0 0 0 0 1 1.52430588291834 NonS
45-689676 EC 0 0 1 0 0 0 0 0 0 1 2.61157301618877 NonS
45-689667 CC 1 0 0 0 0 0 0 0 0 1 1.40396594479321 NonS
45-689670 CC 1 0 0 0 0 0 0 0 0 1 5.29723321014176 NonS
45-689683 CC 1 0 0 0 0 0 0 0 0 1 1.42540053937021 NonS
45-689725 EC 0 0 1 0 0 0 0 0 0 1 1.84422193241973 NonS
45-689716 EC 0 0 1 0 0 0 0 0 0 1 30.4861176583669 NonS
45-689718 CC 1 0 0 0 0 0 0 0 0 1 5.29938562487383 NonS
45-689745 EC 0 0 1 0 0 0 0 0 0 1 1.51810951754063 NonS
45-689858 CC 1 0 0 0 0 0 0 0 0 1 6.46665118101344 NonS
45-689893 CC 1 0 0 0 0 0 0 0 0 1 7.11342745361894 NonS
43-241465 RRab 0 0 0 0 0 0 0 1 0 1 0.0237442477259492 Sig
43-275546 CC 1 0 0 0 0 0 0 0 0 1 2.6675352951071 NonS
43-507056 LPV 0 0 0 1 0 0 0 0 0 1 34.3451810251217 NonS
43-640960 RRab 0 0 0 0 0 0 0 1 0 1 0.0321610681789765 OverS
43-677060 EC 0 0 1 0 0 0 0 0 0 1 5.15691332595809 NonS
47-131606 CC 1 0 0 0 0 0 0 0 0 1 14.0558388453632 Sig
6-9965 LPV 0 0 0 1 0 0 0 0 0 1 28.0719586413196 NonS
6-297090 RRab 0 0 0 0 0 0 0 1 0 1 0.0263194820791876 OverS
12-194278 LPV 0 0 0 1 0 0 0 0 0 1 140.815242202999 NonS
19-15041 RRab 0 0 0 0 0 0 0 1 0 1 0.073646577430537 OverS
19-122615 RRab 0 0 0 0 0 0 0 1 0 1 0.0425918792992017 OverS
19-254079 EC 0 0 1 0 0 0 0 0 0 1 1.10858957024819 OverS
60-257338 CC 1 0 0 0 0 0 0 0 0 1 1.99480209809313 OverS
60-377419 CC 1 0 0 0 0 0 0 0 0 1 1.06468233594568 NonS
40-26895 LPV 0 0 0 1 0 0 0 0 0 1 28.509815199685 NonS
40-591624 RRab 0 0 0 0 0 0 0 1 0 1 0.0319329068603317 OverS
17-46244 CC 1 0 0 0 0 0 0 0 0 1 2.43810834719183 NonS
