HJD mag emag
2455820.56199467 13.963 0.021
2455839.52441602 13.704 0.016
2456507.49557602 13.313 0.011
2456484.67874153 13.933 0.019
2456509.54330404 13.343 0.012
2455806.59149225 13.919 0.021
2456020.78712759 13.494 0.014
2457113.90829559 13.28 0.011
2456527.63701619 13.35 0.012
2456373.87737575 13.482 0.013
2455824.58287128 14.057 0.023
2456560.54846487 13.252 0.011
2456127.53466249 13.828 0.019
2455309.73733315 14.339 0.027
2455451.57393543 13.866 0.019
2457268.51535307 13.49 0.014
2456717.88975518 13.388 0.013
2456004.79832905 13.418 0.013
2456141.60817285 13.878 0.019
2456094.64573887 13.472 0.013
2456130.6919066 13.908 0.02
2456155.52380353 13.83 0.018
2456367.81714336 13.67 0.016
2456572.53104322 13.274 0.012
2456112.71944072 13.74 0.017
2456559.50081556 13.24 0.012
2456095.61755661 13.471 0.014
2456370.88031696 13.497 0.014
2456366.82812411 13.709 0.017
2457241.6781982 13.826 0.021
2456798.81227452 13.355 0.013
2455780.70154508 13.535 0.016
2456144.51074063 13.672 0.018
2455334.81554968 14.396 0.033
2457273.55282982 13.729 0.019
2457253.60681892 13.779 0.021
2455445.55984062 13.638 0.019
2456583.48652096 13.426 0.015
2456507.55927067 13.314 0.014
2456125.66009827 13.854 0.021
2456158.68093695 13.827 0.022
2457226.633823 14.013 0.034
2455847.54621465 14.04 0.028
2456198.56201431 13.698 0.02
2456770.80960466 13.799 0.023
2456422.9019975 13.818 0.022
2456779.9216732 13.936 0.028
2456128.67174937 13.881 0.025
2456365.82303491 13.664 0.027
2456157.67992577 13.701 0.032
